AREA,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,PARK_FACIL,REG_FEE,COMMIS,SALES_PRICE,NULL
Chrompet,802,3,1,1,3,No,264750,24068,8022740,1
Karapakkam,701,82,1,1,2,Yes,140064,60568,3785500,1
Karapakkam,1418,175,2,2,4,Yes,314676,72113,6555750,1
Adyar,1155,150,1,1,3,No,457917,134681,13468145,1
Chrompet,1061,147,1,1,3,Yes,274247,152360,10157300,1
KK Nagar,2258,52,4,2,6,No,693848,312232,17346200,1
Chrompet,947,145,1,1,3,No,226515,90606,9060600,1
KK Nagar,1868,26,3,2,5,Yes,505829,192697,12043540,1
T Nagar,1713,150,1,1,4,No,382009,203738,12733640,1
Chrompet,886,153,1,1,3,No,300276,93189,10354350,1
KK Nagar,2122,2,3,2,5,No,566135,308801,17155600,1
Karapakkam,980,148,1,1,3,No,272118,68030,6184500,1
Anna Nagar,1916,15,2,1,5,Yes,936314,444749,23407860,1
KK Nagar,2079,112,3,2,5,No,563006,228721,17593940,1
Karapakkam,1377,112,2,2,4,No,256211,115905,6100250,1
KK Nagar,2363,169,4,2,6,No,756744,184572,18457180,1
Karapakkam,1568,142,2,2,4,Yes,382911,62516,7814500,1
Adyar,1210,95,2,2,4,Yes,426624,67362,11226950,1
Karapakkam,1179,153,1,1,3,No,281964,99862,5874250,1
Adyar,822,30,1,1,3,Yes,368162,48442,9688485,1
Chrompet,1235,177,2,1,4,No,263974,127987,7999200,1
T Nagar,1735,116,1,1,4,Yes,783738,283017,21770500,1
Chrompet,745,182,1,1,2,Yes,205700,38093,7618500,1
Chrompet,794,160,1,1,2,No,216394,47336,6762300,1
T Nagar,1979,61,2,1,5,Yes,681782,227261,22726060,1
T Nagar,1641,163,1,1,4,Yes,410920,79533,13255480,1
Velachery,1718,57,2,1,4,No,357415,250190,11913820,1
Chrompet,706,53,1,1,2,Yes,207922,114716,7169720,1
Adyar,728,52,1,1,2,No,345583,27283,9094300,1
Velachery,1948,19,3,2,5,No,359541,62920,8988520,1
T Nagar,1863,188,2,1,5,No,459107,250422,13912330,1
Anna Nagar,1849,144,2,1,5,Yes,823071,379879,21104380,1
Velachery,1528,143,2,1,4,No,275894,63061,7882680,1
Anna Nagar,1979,171,2,1,5,Yes,425054,190542,14657040,1
KK Nagar,1639,154,2,1,4,Yes,454977,99873,11097000,1
Karapakkam,796,20,1,1,2,Yes,177156,110124,4788000,1
Chrompet,794,190,1,1,2,Yes,222252,42741,8548150,1
Adyar,748,116,1,1,2,Yes,229599,78925,7174975,1
Chrompet,1278,34,2,1,4,No,285487,137457,10573610,1
Adyar,838,35,1,1,3,Yes,325495,100152,8346035,1
KK Nagar,2459,186,4,2,6,Yes,363220,222618,11716760,1
Karapakkam,1358,2,2,2,4,Yes,342240,171120,7130000,1
Karapakkam,731,60,1,1,2,No,195764,146823,6117625,1
Adyar,973,15,1,1,3,Yes,329374,164687,10979125,1
Anna Nagar,1757,113,1,1,4,No,368163,190899,13635670,1
Anna Nagar,1995,121,2,1,5,Yes,543010,167080,13923340,1
Chrompet,870,83,1,1,3,No,202579,36175,7234950,1
Chrompet,1035,90,1,,3,No,223403,24823,8274200,1
KK Nagar,2205,74,3,2,5,No,494204,230628,16473460,1
Chrompet,709,112,1,1,2,No,280765,78614,11230600,1
Karapakkam,1206,57,1,1,3,No,241595,97788,5752250,1
Adyar,685,39,1,1,2,Yes,237331,13961,6980335,1
Anna Nagar,1690,98,1,1,4,No,520035,288908,19260550,1
Adyar,786,156,1,1,2,No,246570,14090,7044865,1
Chrompet,1136,139,1,1,3,No,285645,129839,8655900,1
Chrompet,1268,166,2,1,4,No,433470,139829,13982900,1
Karapakkam,1012,139,1,1,3,Yes,216589,160695,6986750,1
Chrompet,1198,41,1,1,3,Yes,402862,180593,13891800,1
Karapakkam,1152,78,1,1,3,Yes,291663,152172,6340500,1
Chrompet,1034,58,1,1,3,No,397762,48214,12053400,1
T Nagar,1869,143,2,1,5,Yes,851325,191548,21283130,1
Chrompet,773,184,1,1,2,Yes,264747,61774,8824900,1
KK Nagar,2273,121,4,2,6,No,442169,262911,11950520,1
Chrompet,956,163,1,1,3,No,326458,158283,9892670,1
Adyar,939,88,1,1,3,No,275959,16233,8116455,1
KK Nagar,1938,116,3,2,5,No,447084,162576,10161000,1
Anna Nagar,1764,143,1,1,4,Yes,650532,223620,20329120,1
T Nagar,1920,166,2,1,5,No,550566,159374,14488580,1
Karapakkam,525,195,1,1,2,No,164348,114546,4980250,1
Adyar,653,119,1,1,2,Yes,224183,48472,6059010,1
Anna Nagar,1700,120,1,1,4,Yes,669375,133875,19125010,1
Velachery,1505,22,2,1,4,Yes,435225,157165,12089580,1
Karapakkam,1589,158,2,2,4,Yes,239922,174489,7270375,1
Velachery,1829,118,3,2,5,No,498211,140521,12774630,1
Chrompet,963,64,1,1,3,Yes,338332,100246,12530800,1
KK Nagar,1724,64,2,1,4,Yes,361668,205271,9774800,1
Adyar,731,191,1,1,2,Yes,263853,103942,7995545,1
Anna Nagar,1911,9,2,1,5,No,444845,155696,11121130,1
Chrompet,1239,143,2,1,4,Yes,341059,93016,10335130,1
Karapakkam,508,108,1,1,2,Yes,122280,86779,3944500,1
Chrompet,893,174,1,1,3,No,208842,96389,8032400,1
Velachery,1973,171,3,2,5,No,575556,246667,16444460,1
Chrompet,1050,157,1,1,3,No,208832,30938,7734500,1
Velachery,1779,48,2,1,4,No,486573,162191,13515920,1
Adyar,1078,106,1,1,3,No,450308,62543,12508550,1
KK Nagar,2470,197,4,2,6,Yes,612354,316054,19753360,1
Adyar,1170,73,1,1,3,Yes,459585,69634,13926830,1
Adyar,706,61,1,1,2,No,193150,19315,4828750,1
Anna Nagar,1897,112,2,1,5,Yes,423031,84606,12086610,1
KK Nagar,1858,73,3,2,5,Yes,377651,171660,11443980,1
Adyar,1134,133,1,1,3,Yes,338990,106540,9685425,1
Karapakkam,1057,49,1,1,3,No,154776,71435,3968625,1
T Nagar,1630,186,1,1,4,Yes,375760,169698,12121290,1
KK Nagar,2202,91,3,2,5,No,743023,339206,16152680,1
Chrompet,1209,25,2,1,4,Yes,226521,99669,9060830,1
Chrompet,1068,194,1,1,3,No,389377,53707,13426800,1
Karapakkam,1366,168,2,2,4,Yes,245192,61298,7662250,1
T Nagar,1727,30,1,1,4,Yes,669722,315164,19697720,1
Anna Nagar,1673,102,1,1,4,No,417767,174069,11604630,1
T Nagar,1954,154,2,1,5,Yes,446558,253050,14885280,1
Adyar,1022,195,1,1,3,Yes,440492,101652,11294655,1
Anna Nagar,1915,75,2,1,5,Yes,500658,135313,13531290,1
Chrompet,803,41,1,1,3,No,184197,27288,6822110,1
Adyar,1241,98,2,2,4,No,342394,100704,10070405,1
Chrompet,993,89,1,1,3,Yes,264923,122272,10189350,1
Adyar,779,176,1,1,2,No,318691,79673,8852535,1
Velachery,1972,162,3,2,5,Yes,318332,106111,10611070,1
KK Nagar,2366,81,4,2,6,Yes,472245,319085,12763380,1
Adyar,1104,21,1,1,3,No,345035,136198,9079875,1
Velachery,1509,60,2,1,4,Yes,288877,83867,9318600,1
KK Nagar,2001,181,3,2,5,Yes,825243,303151,16841700,1
Velachery,1735,159,2,1,4,Yes,374128,163081,9593020,1
Chrompet,730,142,1,1,2,Yes,310480,107062,10706200,1
Chrompet,1148,116,1,1,3,No,278069,43448,8689650,1
T Nagar,1781,50,1,1,4,No,420986,81481,13580180,1
Chrompet,951,1,1,1,3,No,267887,123640,10303350,1
Chrompet,1189,156,1,1,3,No,439370,131811,14645650,1
Velachery,1899,34,3,2,5,Yes,473123,161858,12450610,1
Chrompet,1212,65,2,1,4,Yes,274880,54976,10995190,1
Chrompet,1136,148,1,1,3,No,283080,120094,8578170,1
Adyar,1059,10,1,1,3,No,229854,80760,6212280,1
KK Nagar,2172,134,3,2,5,Yes,455951,104217,13027180,1
KK Nagar,2451,74,4,2,6,Yes,614042,237694,19807800,1
Velachery,1834,142,3,2,5,No,508630,219948,13746750,1
Velachery,1609,12,2,1,4,No,288935,183868,8755610,1
Anna Nagar,1845,130,2,1,5,No,691035,167524,20940440,1
KK Nagar,2084,24,3,2,5,Yes,760155,144792,18098940,1
Adyar,936,110,1,1,3,Yes,305560,118829,8487780,1
KK Nagar,2403,196,4,2,6,No,683907,166356,18483960,1
Anna Nagar,1533,70,1,1,4,Yes,422267,87366,14560920,1
Chrompet,856,83,1,1,3,Yes,264761,85407,8540670,1
Chrompet,841,190,1,1,3,No,339061,76562,10937450,1
Chrompet,1083,138,1,1,3,No,250620,103705,8642060,1
Velachery,1721,31,2,1,4,No,290355,158376,8798650,1
Chrompet,1276,98,2,1,4,Yes,250006,28847,9615620,1
Chrompet,974,37,1,1,3,No,342567,200815,11812650,1
Adyar,827,52,1,1,3,No,228547,6349,6348535,1
Chrompet,1159,106,1,1,3,Yes,298702,72413,9051580,1
Chrompet,742,108,1,1,2,No,168128,94151,6725100,1
Karapakkam,849,198,1,1,2,Yes,416559,179878,9467250,1
Chrompet,960,116,1,1,3,No,254990,95621,7968450,1
Velachery,1928,186,3,2,5,Yes,484639,176232,14686020,1
Velachery,1648,85,2,1,4,Yes,321926,156836,8254510,1
T Nagar,1538,133,1,1,4,No,614614,122923,17560410,1
Chrompet,715,39,1,1,2,Yes,219008,109504,7300250,1
Karapakkam,1201,104,1,1,3,No,339946,149245,8291375,1
Adyar,668,128,1,1,2,No,197999,15231,5076885,1
Velachery,1545,68,2,1,4,No,275973,155235,8624170,1
Adyar,1206,93,2,2,4,No,327575,92393,8399365,1
Velachery,1694,32,2,1,4,No,520386,252759,14868160,1
Anna Nagar,1656,87,1,1,4,No,374593,77502,12917000,1
Chrompet,964,52,1,1,3,Yes,271568,135784,9052280,1
Adyar,951,118,1,1,3,Yes,355863,18730,9364825,1
Karapakkam,835,79,1,1,2,Yes,206532,116174,6454125,1
Anna Nagar,1548,123,1,1,4,Yes,351171,205859,12109340,1
Chrompet,827,176,1,1,3,Yes,278450,147926,8701550,1
KK Nagar,1834,70,3,2,5,Yes,479280,217854,10892720,1
Velachery,1840,8,3,2,5,No,334092,154196,8566460,1
Velachery,1973,63,3,2,5,Yes,636288,127258,18179660,1
Anna Nagar,1829,57,2,1,5,No,371773,180253,11265840,1
T Nagar,1851,69,2,1,5,Yes,779777,303246,21660460,1
Karapakkam,1519,24,2,2,4,Yes,544320,145152,12096000,1
Velachery,1822,140,3,2,5,No,472639,111209,13901150,1
Karapakkam,721,47,1,1,2,Yes,279808,142759,5710375,1
Chrompet,1022,37,1,1,3,No,214048,90559,8232600,1
Karapakkam,588,58,1,1,2,Yes,204262,74277,6189750,1
Anna Nagar,1716,13,1,1,4,No,438769,60940,12188020,1
Chrompet,955,39,1,1,3,Yes,265955,112830,8059250,1
Karapakkam,817,28,1,1,2,Yes,378405,75681,8409000,1
Adyar,1036,115,1,1,3,Yes,306996,71633,10233215,1
Velachery,1682,62,2,1,4,Yes,278508,157821,9283610,1
Adyar,628,121,1,1,2,Yes,281331,45621,7603540,1
Chrompet,941,55,1,1,3,Yes,307584,36910,12303350,1
Karapakkam,647,10,1,1,2,Yes,198850,104396,4971250,1
Chrompet,838,136,1,1,3,Yes,278056,121650,8689250,1
Karapakkam,849,40,1,1,2,Yes,213106,58120,6457750,1
Adyar,1048,165,1,1,3,Yes,295471,123907,9531325,1
KK Nagar,2383,181,4,2,6,Yes,942859,294644,19642900,1
Chrompet,820,116,1,1,3,No,193748,29807,7451850,1
Karapakkam,752,132,1,1,2,Yes,200690,131882,5734000,1
T Nagar,1923,39,2,1,5,No,407124,210128,13133030,1
Velachery,2000,130,3,2,5,No,513698,211523,15108770,1
Karapakkam,1412,107,2,2,4,No,338511,203107,9671750,1
Chrompet,979,21,1,1,3,Yes,254336,61041,10173430,1
Chrompet,1000,80,1,1,3,No,315838,29610,9869950,1
Adyar,961,141,1,1,3,No,324737,8327,8326585,1
Karapakkam,1297,175,1,1,3,No,435435,118755,9896250,1
Karapakkam,714,71,1,1,2,Yes,286825,80311,5736500,1
Velachery,1505,96,2,1,4,Yes,445275,98950,12368750,1
Velachery,1955,101,3,2,5,No,274724,132931,8862060,1
Velachery,1578,193,2,1,4,Yes,561985,182645,14049630,1
Chrompet,812,145,1,1,3,No,232208,94603,8600300,1
Anna Nagar,1898,58,2,1,5,Yes,649726,81216,16243160,1
Velachery,1868,103,3,2,5,No,243305,137873,8110160,1
Chrompet,701,102,1,1,2,No,209736,41947,8389450,1
Chrompet,1068,141,1,1,3,No,254391,145366,9085400,1
Velachery,1521,168,2,1,4,No,325438,68513,8564170,1
Anna Nagar,1572,113,1,1,4,Yes,309093,206062,11447880,1
T Nagar,1910,73,2,1,5,Yes,615881,138573,15397020,1
Chrompet,901,174,1,1,3,No,217614,121864,8704550,1
Velachery,1586,55,2,1,4,No,266316,79175,7197730,1
Velachery,1782,193,2,1,4,Yes,347256,75962,10851750,1
Karapakkam,684,54,1,1,2,No,235802,142910,7145500,1
Chrompet,1165,184,1,1,3,No,312306,137415,12492250,1
Adyar,698,82,1,1,2,No,171749,52479,4770810,1
T Nagar,1904,57,2,1,5,Yes,553383,239301,14956290,1
KK Nagar,2386,165,4,2,6,Yes,740155,350600,19477760,1
Anna Nagar,1640,182,1,1,4,No,586091,253973,19536370,1
Karapakkam,1282,17,1,1,3,Yes,267433,75579,5813750,1
Adyar,787,31,1,1,2,No,276937,67363,7484785,1
KK Nagar,1508,44,2,1,4,Yes,413081,167465,11164340,1
Anna Nagar,1864,184,2,,5,Yes,575606,124455,15556920,1
T Nagar,1803,56,2,1,5,Yes,556915,185638,20626490,1
Chrompet,1200,69,1,1,3,Yes,257288,133790,10291500,1
T Nagar,1743,197,1,1,4,No,598641,279366,19954710,1
Chrompet,771,3,1,1,2,Yes,196113,37714,7542800,1
KK Nagar,1325,143,1,1,3,No,347098,147517,8677460,1
Velachery,1569,40,2,1,4,Yes,285994,151934,8937320,1
Chrompet,1019,37,1,1,3,Yes,266239,49304,9860700,1
Karapakkam,1524,134,2,2,4,No,173200,97425,5412500,1
Chrompet,1202,55,2,1,4,No,313720,125488,12548800,1
Chrompet,802,67,1,1,3,No,303417,68514,9787650,1
Anna Nagar,1968,136,2,1,5,Yes,903181,429011,22579530,1
Velachery,1693,134,2,1,4,Yes,310390,65345,8168160,1
Chrompet,932,58,1,1,3,Yes,267741,142795,8924700,1
Karapakkam,1071,94,1,1,3,No,233217,97174,6478250,1
Velachery,1866,36,3,2,5,Yes,384325,131480,10113810,1
Velachery,1844,118,3,2,5,No,306343,105306,9573230,1
Chrompet,1016,87,1,1,3,No,240203,151239,8896420,1
Karapakkam,803,141,1,1,2,No,280602,77945,7794500,1
Chrompet,862,83,1,1,3,No,231726,111868,7990550,1
Velachery,1500,138,2,1,4,Yes,292087,122984,7686500,1
KK Nagar,2491,137,4,2,6,Yes,860696,420340,20016180,1
Velachery,1704,154,2,1,4,No,353192,196218,9810880,1
Velachery,1803,108,3,2,5,No,588235,161765,14705880,1
T Nagar,1541,184,1,1,4,No,463319,125221,12522140,1
Chrompet,1178,82,1,1,3,Yes,419707,114466,12718400,1
Karapakkam,1473,185,2,2,4,Yes,592092,265837,12083500,1
Karapakkam,594,121,1,1,2,Yes,241166,130360,6518000,1
T Nagar,1701,110,1,1,4,Yes,593367,368297,20460930,1
Karapakkam,1169,136,1,1,3,No,316932,115248,7203000,1
Anna Nagar,1684,82,1,1,4,Yes,735253,317947,19871700,1
T Nagar,1569,191,1,1,4,No,586124,274746,18316390,1
Chrompet,1232,82,2,1,4,Yes,294453,98151,9815100,1
Chrompet,958,119,1,1,3,No,270035,150020,10001300,1
KK Nagar,1583,9,2,1,4,No,412284,105468,9588000,1
Adyar,907,6,1,1,3,Yes,206045,26586,6646610,1
KK Nagar,1702,18,2,1,4,Yes,701843,389913,15596520,1
Karapakkam,739,41,1,1,2,No,333960,153065,6957500,1
Velachery,1760,130,2,1,4,Yes,211721,119975,7057360,1
Velachery,1956,98,3,2,5,Yes,294996,173527,8676350,1
Chrompet,714,105,1,1,2,Yes,242292,145375,9691680,1
T Nagar,1848,11,2,1,5,Yes,529009,83528,13921280,1
Chrompet,1005,196,1,1,3,Yes,403493,161397,13449750,1
Anna Nagar,1638,6,1,1,4,No,462151,194590,12161870,1
Chrompet,1294,80,2,1,4,Yes,345883,100418,11157530,1
T Nagar,1653,98,1,1,4,Yes,528334,189658,13547020,1
Anna Nagar,1950,48,2,1,5,No,449090,112272,14034060,1
Velachery,1841,8,3,2,5,Yes,571030,130521,16315140,1
Karapakkam,1252,58,1,1,3,No,344697,233504,11119250,1
T Nagar,1817,12,2,1,5,Yes,593251,217525,19775040,1
KK Nagar,1337,85,2,1,4,Yes,350199,78795,8754980,1
Velachery,1561,144,2,1,4,Yes,295037,143304,8429640,1
Anna Nagar,1517,64,1,1,4,No,723058,180765,18076450,1
T Nagar,1917,4,2,1,5,No,447179,153319,12776550,1
Karapakkam,766,183,1,1,2,No,195254,126341,5742750,1
Karapakkam,745,81,1,1,2,No,272552,97839,6988500,1
Velachery,1562,11,2,1,4,Yes,347943,178942,9941220,1
KK Nagar,2371,54,4,2,6,Yes,611145,241911,12732180,1
Chrompet,991,114,1,1,3,No,243276,104261,8688420,1
Karapakkam,1582,143,2,2,4,No,262120,180208,8191250,1
Karapakkam,1348,65,2,2,4,Yes,531740,120850,12085000,1
KK Nagar,1933,165,3,2,5,Yes,540069,293516,11740620,1
Velachery,1737,175,2,1,4,No,326955,186831,9341570,1
KK Nagar,2335,142,4,2,6,Yes,750333,356408,18758320,1
Anna Nagar,1946,90,2,1,5,Yes,378470,247461,14556550,1
Anna Nagar,1554,190,1,1,4,No,399703,103149,12893650,1
Chrompet,1039,39,1,1,3,No,198525,51469,7352780,1
KK Nagar,1703,104,2,1,4,Yes,505021,342111,16291000,1
Chrompet,883,196,1,1,3,No,263187,31901,7975350,1
Chrompet,1226,91,2,1,4,Yes,325538,138107,9864800,1
Anna Nagar,1867,14,2,1,5,No,363107,93705,11713120,1
T Nagar,1950,130,2,1,5,No,331637,89287,12755280,1
Chrompet,1062,105,1,1,3,Yes,269653,129833,9987140,1
Chrompet,870,131,1,1,3,Yes,266761,101185,9198650,1
Chrompet,1032,33,1,1,3,Yes,315433,73601,10514440,1
Adyar,1015,69,1,1,3,Yes,398972,84630,12090050,1
KK Nagar,2289,195,4,2,6,No,609344,233366,12964760,1
Adyar,785,109,1,1,2,Yes,275570,115562,8889360,1
Adyar,878,181,1,1,3,No,320462,82170,8216980,1
T Nagar,1884,99,2,1,5,Yes,593790,178137,14844750,1
Adyar,852,55,1,1,3,Yes,415123,106442,10644170,1
Karapakkam,1155,97,1,1,3,Yes,240153,58219,7277375,1
Anna Nagar,1650,159,1,1,4,No,392031,95038,11879730,1
Velachery,1831,64,3,2,5,Yes,423120,119342,10849240,1
T Nagar,1509,111,1,1,4,No,273106,63024,10504060,1
Karapakkam,1389,17,2,2,4,Yes,505517,274738,10989500,1
Chrompet,1149,36,1,1,3,No,257116,101010,9182700,1
KK Nagar,1402,70,2,1,4,Yes,394564,263043,10960120,1
Anna Nagar,1781,0,1,1,4,No,492799,181558,12968400,1
KK Nagar,1632,152,2,1,4,No,303869,128914,9208160,1
T Nagar,1604,68,1,1,4,No,597184,126675,18096490,1
Chrompet,1220,114,2,1,4,Yes,229781,55148,9191250,1
Anna Nagar,1616,76,1,1,4,Yes,484216,132059,14673210,1
Chrompet,1015,25,1,1,3,No,235039,142702,8394250,1
Velachery,1769,50,2,1,4,Yes,341756,143897,8993590,1
Chrompet,1264,44,2,1,4,Yes,302485,160695,9452650,1
Velachery,1941,85,3,2,5,Yes,343222,90853,10094760,1
Chrompet,1269,0,2,1,4,No,267212,116905,8350380,1
Karapakkam,1650,110,2,2,4,Yes,371520,213624,9288000,1
T Nagar,1639,140,1,1,4,Yes,546721,150348,13668020,1
Velachery,1939,196,3,2,5,No,533256,201772,14412320,1
Velachery,1908,144,3,2,5,Yes,583999,275777,16222200,1
Chrompet,1142,131,1,1,3,Yes,338069,128233,11657540,1
Chrompet,949,163,1,1,3,Yes,278681,92894,8444880,1
Chrompet,787,57,1,1,2,No,260771,30089,10029650,1
Karapakkam,1316,183,1,1,3,Yes,300696,106128,8844000,1
KK Nagar,2060,197,3,2,5,Yes,883743,396783,18035580,1
Chrompet,976,44,1,1,3,No,254866,154740,9102370,1
Karapakkam,1357,34,2,2,4,No,414391,235195,11199750,1
KK Nagar,2428,48,4,2,6,No,783633,223895,18657920,1
Chrompet,1201,87,2,1,4,No,468723,234362,14647600,1
Velachery,1634,198,2,1,4,Yes,278316,179559,8977940,1
Adyar,1097,131,1,1,3,No,515139,115906,12878485,1
Anna Nagar,1542,52,1,1,4,Yes,331870,80107,11443800,1
Adyar,795,9,1,1,2,Yes,193854,37520,6253350,1
Velachery,1656,53,2,1,4,No,404114,188587,13470470,1
Karapakkam,1173,143,1,1,3,No,356818,58256,7282000,1
Chrompet,999,118,1,1,3,Yes,287166,126353,11486650,1
Chrompet,1002,132,1,1,3,Yes,269568,102250,9295440,1
Velachery,1873,178,3,2,5,Yes,353261,91164,11395530,1
Karapakkam,670,198,1,1,2,No,193741,91172,5698250,1
KK Nagar,1355,58,2,1,4,No,571887,116977,12997440,1
KK Nagar,1942,182,3,2,5,Yes,757649,131765,16470640,1
KK Nagar,2225,65,4,2,6,No,371201,82489,10311140,1
KK Nagar,1540,24,2,1,4,No,272678,93733,8521180,1
Anna Nagar,1677,119,1,1,4,Yes,363866,90966,11370800,1
KK Nagar,2453,165,4,2,6,Yes,499204,318936,13866780,1
Adyar,1248,157,2,2,4,No,342587,22102,11051205,1
Chrompet,1290,168,2,1,4,No,255124,75592,9449050,1
Adyar,854,54,1,1,3,Yes,441832,71648,11941410,1
Karapakkam,1080,48,1,1,3,No,191771,92980,5811250,1
Chrompet,704,43,1,1,2,No,213446,57466,8209450,1
Karapakkam,525,21,1,1,2,No,114011,52383,3081375,1
Velachery,1837,20,3,2,5,No,398051,122477,10206440,1
KK Nagar,2284,114,4,2,6,No,752460,183527,18352680,1
Chrompet,876,43,1,1,3,No,231967,119725,7482800,1
Chrompet,813,107,1,1,3,Yes,336386,73584,10512050,1
Karapakkam,1246,83,1,1,3,Yes,251178,170153,8102500,1
KK Nagar,1410,19,2,1,4,Yes,353611,88403,9822520,1
T Nagar,1962,164,2,1,5,No,474046,215475,14365020,1
Anna Nagar,1710,59,1,1,4,No,301591,75398,10771100,1
Chrompet,867,139,1,1,3,No,285849,32983,10994200,1
Velachery,1727,14,2,1,4,Yes,513631,295727,15564570,1
Karapakkam,1101,99,1,1,3,No,138180,55272,3948000,1
Anna Nagar,1721,171,1,1,4,No,373817,90622,11327800,1
Anna Nagar,1623,183,1,1,4,Yes,323228,116362,12929130,1
Anna Nagar,1684,5,1,1,4,Yes,416027,100855,12606890,1
Anna Nagar,1671,20,1,1,4,Yes,538489,167117,18568580,1
Chrompet,1279,56,2,1,4,Yes,298027,27940,9313330,1
KK Nagar,1737,173,2,1,4,No,670850,137219,15246580,1
Anna Nagar,1719,62,1,1,4,No,668856,229322,19110170,1
Velachery,1543,42,2,1,4,Yes,284890,117308,8379110,1
KK Nagar,1650,72,2,1,4,No,537018,268509,14917160,1
KK Nagar,2454,184,4,2,6,Yes,852466,475795,19824800,1
Velachery,1631,26,2,1,4,No,471628,203947,12746690,1
Anna Nagar,1823,94,2,1,5,No,409894,273263,15181250,1
KK Nagar,1879,45,3,2,5,No,515012,137336,11444700,1
Chrompet,862,124,1,1,3,No,208353,86215,7184600,1
Chrompet,1197,29,1,1,3,No,260902,109411,8416200,1
Karapakkam,1187,60,1,1,3,Yes,532532,302575,12103000,1
Karapakkam,1409,116,2,2,4,Yes,409470,130286,9306125,1
Velachery,1696,110,2,1,4,No,303588,133936,8929050,1
Karapakkam,1075,46,1,1,3,No,474191,257713,10308500,1
Chrompet,1113,160,1,1,3,Yes,436410,183011,14077750,1
Adyar,1027,14,1,1,3,Yes,352257,99072,11008020,1
Chrompet,777,59,1,1,2,No,242483,128819,7577590,1
Karapakkam,1657,81,2,2,4,No,283891,72793,7279250,1
Karapakkam,1681,2,2,2,4,Yes,394758,205603,8224125,1
Adyar,1061,75,1,1,3,No,338795,141164,9410965,1
Karapakkam,1301,40,1,1,3,No,308206,140703,6700125,1
Chrompet,762,133,1,1,2,Yes,252022,126011,9000790,1
Karapakkam,1046,175,1,1,3,No,159579,57626,4432750,1
KK Nagar,2423,164,4,2,6,Yes,981117,451314,19622340,1
Chrompet,940,160,1,1,3,No,292418,167096,10443500,1
Velachery,1971,150,3,2,5,Yes,545137,363424,18171220,1
Chrompet,851,7,1,1,3,Yes,326565,200963,12560200,1
Velachery,1867,160,3,2,5,No,320112,192067,9146050,1
Anna Nagar,1858,18,2,1,5,Yes,384148,137196,13719580,1
Karapakkam,1176,178,1,1,3,No,271666,106016,6626000,1
Adyar,1144,81,1,1,3,Yes,305818,96114,8737670,1
Karapakkam,719,156,1,1,2,No,265872,121858,5539000,1
KK Nagar,1308,197,1,1,3,Yes,569333,213500,11861100,1
Chrompet,1096,179,1,1,3,Yes,261033,90357,10039720,1
T Nagar,1881,140,2,1,5,Yes,611255,337244,21077760,1
Anna Nagar,1601,142,1,1,4,Yes,708471,134035,19147860,1
Velachery,1638,133,2,1,4,No,534842,164567,13713910,1
Karapakkam,1538,119,2,2,4,No,334969,89325,7443750,1
Chrompet,724,36,1,1,2,No,204007,84417,7034730,1
Velachery,1692,145,2,1,4,No,344772,88403,8840300,1
KK Nagar,1650,192,2,1,4,No,627676,256776,14265360,1
Karapakkam,1089,160,1,1,3,Yes,253170,109707,8439000,1
Velachery,1528,180,2,1,4,Yes,311169,138297,8643590,1
T Nagar,1512,163,1,1,4,Yes,295274,204420,11356690,1
KK Nagar,1790,13,3,2,5,No,584426,239764,14985280,1
Adyar,711,63,1,1,2,Yes,268634,109133,8394815,1
Chrompet,1174,51,1,1,3,No,279057,125094,9622650,1
Karapakkam,866,111,1,1,2,Yes,447971,136339,9738500,1
Adyar,1082,64,1,1,3,Yes,502993,106696,15242220,1
Karapakkam,684,123,1,1,2,Yes,171191,70232,4389500,1
Chrompet,913,59,1,1,3,Yes,347912,57985,11597050,1
Karapakkam,624,94,1,1,2,Yes,282429,67537,6139750,1
Chrompet,762,166,1,1,2,No,207603,71364,6487600,1
Velachery,1722,155,2,1,4,No,372270,85909,9545390,1
Adyar,1223,88,2,2,4,No,267744,69095,8636890,1
KK Nagar,1822,62,3,2,5,Yes,620229,248092,15505720,1
Anna Nagar,1793,146,1,1,4,No,450955,212214,13263370,1
Velachery,1742,147,2,1,4,No,487709,231020,12834440,1
KK Nagar,1990,192,3,2,5,Yes,506581,153152,11780960,1
Karapakkam,614,66,1,1,2,No,175590,48775,4877500,1
Karapakkam,1654,188,2,2,4,No,309099,75390,7539000,1
Adyar,1231,139,2,2,4,Yes,379447,97572,10841340,1
Chrompet,802,182,1,1,3,Yes,311944,150594,10756700,1
T Nagar,1984,5,2,1,5,No,341770,197175,13144990,1
Chrompet,868,156,1,1,3,Yes,276485,147459,9216160,1
KK Nagar,1445,113,2,1,4,No,426591,155124,9695260,1
Chrompet,888,125,1,1,3,No,243281,139018,8688600,1
Chrompet,1052,45,1,1,3,Yes,283632,44317,8863490,1
